Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Bathroom,Point Of Contact,Size-binned,Rent-binned,Furnished,Semi-Furnished,Unfurnished,Bachelors,Bachelors/Family,Family
2022-06-10,4,13000.0,1200,Ground out of 2,Carpet Area,Tollygunge,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-05,2,9000.0,500,Ground out of 2,Carpet Area,Airport Near Gate No. 21/2,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-04-29,4,10000.0,1110,2 out of 2,Carpet Area,Purbasa,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-05,2,12000.0,1000,1 out of 3,Super Area,Jadavpur,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-26,2,5000.0,392,Ground out of 2,Super Area,Jadavpur,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-09,2,6000.0,700,1 out of 2,Super Area,Barasat-Barrackpore Road,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-19,1,5200.0,750,2 out of 4,Super Area,Keshtopur,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-07,3,15000.0,1500,1 out of 2,Super Area,"Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road",Kolkata,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-04-29,2,9000.0,900,Ground out of 1,Super Area,Keshtopur,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-03,1,24000.0,710,1 out of 1,Super Area,Salt Lake City Sector 1,Kolkata,1,Contact Agent,Small,Low,1,0,0,1,0,0
2022-05-26,1,5500.0,400,Ground out of 3,Carpet Area,jadavpur central park east,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-24,1,10000.0,700,1 out of 2,Carpet Area,Garia,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-07-03,2,15000.0,1000,Ground out of 2,Carpet Area,Tn Chatterjee Street,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-12,1,4700.0,250,1 out of 2,Super Area,Kaikhali,Kolkata,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-14,1,5000.0,500,Ground out of 3,Carpet Area,Bata Nagar,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,2,5000.0,450,2 out of 2,Carpet Area,Birati,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-27,3,15000.0,1400,1 out of 3,Super Area,Survey Park,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-14,1,5000.0,500,1 out of 1,Carpet Area,Bata Nagar,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-17,2,6000.0,700,Ground out of 1,Carpet Area,Hatiara Extention,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-04,3,18000.0,1200,1 out of 3,Carpet Area,Salt Lake City Sector 1,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-21,2,8000.0,450,1 out of 2,Carpet Area,Andul,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-23,1,13000.0,500,2 out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,1,Contact Agent,Small,Low,1,0,0,1,0,0
2022-07-02,2,7500.0,400,Ground out of 1,Carpet Area,locality,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-04-24,3,12000.0,1000,Ground out of 1,Super Area,Khardah,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-04,2,11000.0,750,Ground out of 1,Carpet Area,Parnasree Pally,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-24,1,6000.0,450,Ground out of 2,Super Area,Baghajatin,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,0,1
2022-06-19,3,20000.0,1000,1 out of 2,Carpet Area,Salt Lake City Sector 3,Kolkata,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-07-03,2,7000.0,500,1 out of 1,Carpet Area,sarsuna banerjee para,Kolkata,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-19,4,30000.0,1600,Ground out of 1,Carpet Area,Salt Lake City Sector 3,Kolkata,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-07-02,2,7500.0,550,Ground out of 1,Carpet Area,Near Seven Tanks Road Dumdum Station,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-21,1,6500.0,550,1 out of 2,Super Area,Jyangra,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-04,1,3000.0,200,2 out of 3,Super Area,Barasat,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-30,2,5200.0,650,1 out of 2,Carpet Area,Sukchar,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-22,2,25000.0,1000,1 out of 1,Super Area,"Tagore Park, Kasba",Kolkata,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-27,2,12500.0,680,Ground out of 2,Carpet Area,Barrackpore,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-17,2,8500.0,720,Ground out of 1,Carpet Area,"Silpara, Purba Barisha",Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-20,2,3500.0,500,4 out of 5,Carpet Area,Konnagar,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-30,2,7000.0,800,Ground out of 2,Super Area,Madhyam Gram,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-19,1,3000.0,160,Ground out of 1,Super Area,"Kudghat, Ashok Nagar",Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-19,2,14000.0,1200,1 out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-17,1,18000.0,700,Ground out of 4,Super Area,Salt Lake City Sector 3,Kolkata,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-13,1,3500.0,1000,Ground out of 1,Super Area,Dum Dum Cantonment,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-16,2,16000.0,1250,Ground out of 1,Super Area,Kasba,Kolkata,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-05-06,4,35000.0,1600,Ground out of 3,Super Area,Salt Lake City,Kolkata,3,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-04,2,21000.0,700,Ground out of 2,Super Area,Lake Gardens,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-16,1,4500.0,450,Ground out of 2,Super Area,"Silpara, Purba Barisha",Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-04,2,15000.0,839,1 out of 3,Super Area,Howrah,Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-01,1,4500.0,230,Ground out of 3,Super Area,Birati,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-06,1,5500.0,1800,Ground out of 2,Super Area,Baranagar,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-10,2,8500.0,800,1 out of 2,Super Area,Baguihati,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-27,1,5000.0,500,Ground out of 1,Carpet Area,BRAHMAPUR NEAR BANSDRONI,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-22,2,8500.0,620,Ground out of 1,Carpet Area,Kasba,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-04-24,2,9000.0,650,2 out of 3,Carpet Area,tollygunge Kabardanga,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-23,1,7500.0,550,1 out of 2,Super Area,"Naktala, Garia",Kolkata,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-04-23,2,7000.0,450,1 out of 3,Carpet Area,safuipara,Kolkata,2,Contact Owner,Small,Low,1,0,0,1,0,0
2022-04-24,3,15000.0,1350,1 out of 2,Carpet Area,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-05-06,2,7000.0,600,2 out of 2,Super Area,"Park Circus, Ballygunge",Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-31,3,10000.0,1200,2 out of 4,Super Area,Belghoria,Kolkata,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-25,2,7000.0,700,1 out of 2,Super Area,"Haridevpur, Paschim Putiary",Kolkata,1,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-27,3,3200.0,800,1 out of 3,Carpet Area,Bhawanipur,Kolkata,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-19,2,6000.0,600,Ground out of 3,Carpet Area,Santoshpur,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-19,2,12000.0,900,1 out of 3,Super Area,Tollygunge,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-31,2,6000.0,750,Ground out of 1,Super Area,Behala,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-01,3,10000.0,1250,1 out of 2,Super Area,Jaffarpore Rifle Range Road,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-31,3,12000.0,1000,2 out of 2,Super Area,Dariya,Kolkata,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-03,2,8000.0,600,Ground out of 2,Super Area,Howrah,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-30,2,5300.0,650,1 out of 1,Carpet Area,Sodepur,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-24,2,5000.0,450,2 out of 3,Carpet Area,Liluah,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-11,3,8500.0,800,Ground out of 2,Super Area,Near DumDum Metro,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-19,3,22000.0,1000,Ground out of 3,Carpet Area,"Sukanta Nagar, New Barrakpur",Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-19,2,7000.0,1000,Ground out of 3,Super Area,"Kumarpara, Narendrapur",Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-25,3,25000.0,1400,5 out of 5,Carpet Area,Salt Lake City,Kolkata,3,Contact Agent,Small,Low,1,0,0,1,0,0
2022-06-11,2,7000.0,600,1 out of 4,Carpet Area,Barrackpore,Kolkata,1,Contact Owner,Small,Low,0,1,0,1,0,0
2022-06-13,2,15000.0,723,Ground out of 3,Carpet Area,Narendrapur,Kolkata,1,Contact Owner,Small,Low,1,0,0,0,0,1
2022-06-19,1,6000.0,320,Ground out of 2,Carpet Area,Sahid Nagar,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-17,2,8000.0,900,Ground out of 3,Super Area,Belghoria,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-27,3,40000.0,1400,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,2,Contact Agent,Small,Low,1,0,0,0,1,0
2022-06-24,1,6000.0,2160,1 out of 2,Super Area,Kasba,Kolkata,1,Contact Owner,Small,Low,0,1,0,1,0,0
2022-06-22,2,15000.0,650,Ground out of 2,Carpet Area,kasba bosepukur,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-16,2,6500.0,800,1 out of 1,Super Area,Kanchrapara,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-08,3,8000.0,800,2 out of 3,Super Area,Bansdroni,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-05,1,5500.0,500,Ground out of 2,Carpet Area,"Garia Station, Garia",Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-28,3,9000.0,1700,1 out of 2,Super Area,Panchanantala Road,Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-04-27,1,6000.0,130,Ground out of 2,Carpet Area,Bow Bazar,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-14,1,15000.0,505,Ground out of 3,Super Area,Kasba,Kolkata,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-07-04,4,30000.0,4000,Ground out of 3,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,3,Contact Agent,Compact,Low,1,0,0,0,1,0
2022-05-22,3,30000.0,1250,Ground out of 2,Super Area,New Alipore,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-15,1,5000.0,700,Ground out of 2,Carpet Area,My Own House,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-12,2,15000.0,900,Ground out of 1,Super Area,"Park Circus, Ballygunge",Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-26,1,6500.0,650,1 out of 1,Super Area,Joka,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-29,2,4500.0,750,Ground out of 1,Super Area,Azadgarh,Kolkata,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-07,2,7000.0,450,Ground out of 3,Carpet Area,Mandirtala,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-25,1,6500.0,350,1 out of 2,Carpet Area,Dhakuria,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-12,1,17500.0,480,1 out of 2,Carpet Area,Rabindra Sarovar Metro,Kolkata,2,Contact Owner,Small,Low,1,0,0,1,0,0
2022-06-18,2,10000.0,900,Ground out of 3,Super Area,Garia,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-24,1,1500.0,200,Ground out of 2,Super Area,Santoshpur,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-06,3,25000.0,1100,2 out of 3,Super Area,"Regent Estate, Bijoygarh",Kolkata,3,Contact Owner,Small,Low,0,0,1,0,1,0
2022-04-28,2,12000.0,800,1 out of 2,Carpet Area,Kasba,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-05,3,7500.0,1000,Ground out of 2,Carpet Area,south station pally dankuni,Kolkata,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-11,1,7000.0,800,1 out of 2,Carpet Area,Kumargali,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-29,1,3500.0,200,Upper Basement out of 4,Super Area,Baguihati,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-26,3,10000.0,1190,1 out of 2,Carpet Area,Sarsuna,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-17,2,14000.0,900,Ground out of 2,Carpet Area,Salt Lake City,Kolkata,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-28,2,15000.0,1500,Ground out of 2,Super Area,Garia,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-15,2,6500.0,600,2 out of 3,Super Area,Thakurpukur,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-14,3,10000.0,800,Ground out of 4,Super Area,Brahmapur,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-09,2,10500.0,800,1 out of 2,Carpet Area,Santoshpur,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-06-11,3,10000.0,900,Ground out of 3,Carpet Area,Garia,Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-04-24,1,5000.0,350,Ground out of 3,Carpet Area,Purba Barisha,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-29,2,9000.0,800,Ground out of 2,Carpet Area,Sodepur,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-23,2,20000.0,1600,Ground out of 3,Carpet Area,Jadavpur University,Kolkata,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-12,3,35000.0,1012,2 out of 3,Carpet Area,Salt Lake City Sector 1,Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-04-29,3,15000.0,1200,Ground out of 2,Carpet Area,"Pathak Para, Behala",Kolkata,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-04-23,2,20000.0,700,1 out of 2,Super Area,Salt Lake City Sector 1,Kolkata,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-09,2,12000.0,1000,1 out of 3,Super Area,Behala,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-30,2,8000.0,800,Ground out of 3,Carpet Area,Thakurpukur,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-05,1,3000.0,500,Ground out of 1,Super Area,Hatiara,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,3,20000.0,1200,Ground out of 1,Carpet Area,"Haridevpur, Paschim Putiary",Kolkata,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-06-10,1,9000.0,450,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,1,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-25,3,13000.0,950,Ground out of 2,Carpet Area,"Rabindrapally, Garia",Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-30,1,7000.0,350,Ground out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,1,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-03,1,9000.0,450,Ground out of 3,Carpet Area,Salt Lake City Sector 5,Kolkata,1,Contact Agent,Small,Low,0,0,1,0,1,0
2022-05-03,1,9000.0,550,Ground out of 2,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,1,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-19,2,10000.0,300,Ground out of 1,Carpet Area,Keshtopur,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-09,3,15000.0,1250,Ground out of 3,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-22,2,7000.0,700,2 out of 3,Super Area,Garia,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-31,3,8000.0,812,Ground out of 3,Super Area,Hooghly,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-21,2,8000.0,550,Ground out of 2,Super Area,"Kalabagan, Tollygunge",Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-22,1,5000.0,500,Ground out of 1,Super Area,Rishra,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-23,1,14000.0,320,1 out of 2,Carpet Area,"Action Area 3, Rajarhat Newtown",Kolkata,1,Contact Owner,Small,Low,1,0,0,1,0,0
2022-05-05,2,5000.0,600,Ground out of 2,Super Area,"Anandapuri, Barrackpore",Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-01,2,5000.0,420,Ground out of 2,Carpet Area,Barasat,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-29,3,12000.0,1100,Ground out of 2,Super Area,Rabindrapally Kestopur,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-29,1,3200.0,220,3 out of 4,Super Area,Sodepur,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-10,2,8500.0,700,Ground out of 2,Carpet Area,Nungi More,Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-06,3,16000.0,1200,Ground out of 2,Carpet Area,"Baishnabghata, Garia",Kolkata,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-05-23,2,14000.0,800,Ground out of 3,Carpet Area,Santoshpur - EM Bypass,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-16,1,8000.0,300,Ground out of 1,Carpet Area,Bansdroni,Kolkata,1,Contact Agent,Small,Low,1,0,0,1,0,0
2022-05-26,2,7000.0,650,Ground out of 2,Carpet Area,Baruipur,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-30,1,8000.0,600,1 out of 2,Super Area,Garia,Kolkata,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-08,1,3000.0,350,Ground out of 3,Super Area,Belghoria,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-14,1,3800.0,500,1 out of 3,Carpet Area,Nalta,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-10,1,6500.0,400,1 out of 1,Super Area,"Vivek Nagar, Garfa",Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-04,3,20000.0,1750,Ground out of 3,Super Area,Kalindi,Kolkata,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-04,3,30000.0,1600,3 out of 3,Super Area,Ballygunge,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-13,1,8000.0,300,Ground out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-25,2,14000.0,1100,1 out of 3,Super Area,"Survey park, Santoshpur, kolkata",Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-22,2,7200.0,830,Ground out of 3,Super Area,Sodepur,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-20,2,7000.0,600,Ground out of 2,Carpet Area,2 BHK,Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-01,1,7000.0,500,1 out of 2,Super Area,Baranagar,Kolkata,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-29,2,7500.0,900,1 out of 2,Carpet Area,Dum Dum Cantonment,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-30,2,8500.0,1250,Ground out of 1,Carpet Area,Barasat,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-06-03,2,12000.0,700,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,1,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-22,1,8500.0,850,Ground out of 1,Carpet Area,Dakshineswar,Kolkata,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-29,2,9500.0,550,Ground out of 1,Carpet Area,"Garia Station, Garia",Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-30,2,7500.0,550,Ground out of 1,Carpet Area,"New Garia Metro, New Garia",Kolkata,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-15,2,12000.0,1200,Ground out of 1,Super Area,Hati Bagan - Bansdroni,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-15,3,20000.0,1100,Ground out of 1,Carpet Area,Salt Lake City Sector 2,Kolkata,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-29,2,8500.0,650,Ground out of 1,Super Area,Howrah,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-15,3,20000.0,1050,Ground out of 1,Carpet Area,Salt Lake City Sector 2,Kolkata,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-20,2,6000.0,960,Ground out of 2,Super Area,Dum Dum,Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-30,2,5500.0,650,1 out of 1,Carpet Area,Joka,Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-21,1,7000.0,550,Ground out of 2,Super Area,Kasba,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-21,2,7000.0,500,Ground out of 1,Super Area,Dum Dum Metro,Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-04-25,1,6500.0,450,3 out of 4,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,1,Contact Owner,Small,Low,0,0,1,0,0,1
2022-06-29,2,10000.0,850,1 out of 2,Super Area,Agarpara,Kolkata,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-07-01,1,5200.0,300,Ground out of 3,Carpet Area,Dum Dum,Kolkata,1,Contact Agent,Small,Low,0,0,1,0,1,0
2022-04-25,2,13000.0,1000,1 out of 2,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-24,2,7000.0,500,1 out of 3,Carpet Area,Garia,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-12,2,12000.0,756,Ground out of 3,Carpet Area,Dashadron Newtown Rajarhat,Kolkata,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-04-23,1,15000.0,1000,2 out of 3,Super Area,Barrackpore,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-05,1,5000.0,150,1 out of 2,Carpet Area,Anandapur,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-14,1,8000.0,800,Ground out of 2,Carpet Area,New town near ecopark .,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-21,2,8000.0,700,2 out of 3,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-17,1,5000.0,420,3 out of 3,Super Area,Em Bypass South East,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-21,2,10000.0,800,Ground out of 1,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,1,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-24,2,12000.0,288,2 out of 3,Carpet Area,Kasba,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-11,2,8000.0,900,Ground out of 1,Super Area,"Teghoria, Baguiati",Kolkata,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-03,2,21000.0,850,1 out of 1,Carpet Area,Salt Lake City Sector 2,Kolkata,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-07,1,5000.0,350,1 out of 1,Carpet Area,Thakurpukur,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-04-27,2,9000.0,600,Ground out of 2,Super Area,Baghajatin,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-26,2,8000.0,1600,Ground out of 2,Carpet Area,Kalyani,Kolkata,1,Contact Owner,Small,Low,0,1,0,1,0,0
2022-06-11,2,7000.0,986,2 out of 3,Carpet Area,Pranthik Society Library Road Bhadreswar,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-07-03,3,35000.0,1330,1 out of 3,Carpet Area,Salt Lake City Sector 2,Kolkata,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-14,3,15000.0,1300,Ground out of 3,Super Area,Lake Town,Kolkata,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-22,2,6200.0,800,Ground out of 2,Carpet Area,Kestopur,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-26,2,9900.0,800,1 out of 4,Carpet Area,Bijoygarh,Kolkata,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-03,2,7000.0,850,Ground out of 3,Super Area,Baranagar,Kolkata,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-10,1,5000.0,322,1 out of 3,Carpet Area,Dum Dum Metro,Kolkata,1,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-19,2,6500.0,800,Ground out of 2,Carpet Area,Agarpara,Kolkata,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-07-03,4,40000.0,1500,Ground out of 2,Carpet Area,Salt Lake City Sector 1,Kolkata,2,Contact Agent,Small,Low,0,0,1,1,0,0
